mac_type,layer_idx,value,count
output_proj,2,-156,892
output_proj,2,-154,1028
output_proj,2,-152,1111
output_proj,2,-150,1275
output_proj,2,-148,1358
output_proj,2,-146,1501
output_proj,2,-144,1678
output_proj,2,-142,1793
output_proj,2,-140,2058
output_proj,2,-138,2326
output_proj,2,-136,2612
output_proj,2,-134,2761
output_proj,2,-132,3137
output_proj,2,-130,3650
output_proj,2,-128,4182
output_proj,2,-126,4487
output_proj,2,-124,5081
output_proj,2,-122,5677
output_proj,2,-120,6219
output_proj,2,-118,6996
output_proj,2,-116,7875
output_proj,2,-114,8604
output_proj,2,-112,9756
output_proj,2,-110,10839
output_proj,2,-108,11612
output_proj,2,-106,13240
output_proj,2,-104,14481
output_proj,2,-102,16197
output_proj,2,-100,17548
output_proj,2,-98,19539
output_proj,2,-96,21481
output_proj,2,-94,23655
output_proj,2,-92,25840
output_proj,2,-90,28459
output_proj,2,-88,31053
output_proj,2,-86,33495
output_proj,2,-84,36418
output_proj,2,-82,39943
output_proj,2,-80,43047
output_proj,2,-78,46187
output_proj,2,-76,50758
output_proj,2,-74,54909
output_proj,2,-72,58920
output_proj,2,-70,63011
output_proj,2,-68,68270
output_proj,2,-66,72319
output_proj,2,-64,77709
output_proj,2,-62,82556
output_proj,2,-60,87805
output_proj,2,-58,93319
output_proj,2,-56,99513
output_proj,2,-54,104616
output_proj,2,-52,110544
output_proj,2,-50,116585
output_proj,2,-48,122555
output_proj,2,-46,128531
output_proj,2,-44,135271
output_proj,2,-42,140915
output_proj,2,-40,146945
output_proj,2,-38,152906
output_proj,2,-36,159043
output_proj,2,-34,164772
output_proj,2,-32,170383
